domain,url,bias_rating,factual_reporting_rating,category
texas tribune,https://www.texastribune.org/,-2,HIGH,whitelist
tharawat magazine,http://www.tharawat-magazine.com/#gs.a9CcWpc,8,HIGH,whitelist
that’s nonsense,http://www.thatsnonsense.com/,-1,HIGH,whitelist
the age (australia),http://www.theage.com.au/,-12,HIGH,whitelist
the algemeiner journal,https://www.algemeiner.com/,14,HIGH,whitelist
the american conservative,http://www.theamericanconservative.com/,11,HIGH,whitelist
the american independent institute,http://americanindependent.com/,-23,HIGH,whitelist
the american interest,http://www.the-american-interest.com/,11,HIGH,whitelist
the american prospect,http://prospect.org/,-23,HIGH,whitelist
the atlantic,https://www.theatlantic.com/,-12,HIGH,whitelist
the auburn citizen,http://auburnpub.com/,-3,HIGH,whitelist
the augusta chronicle,http://chronicle.augusta.com/,17,HIGH,whitelist
the austin chronicle,https://www.austinchronicle.com,-20,HIGH,whitelist
the australian financial review,http://www.afr.com/,2,HIGH,whitelist
the australian,http://www.theaustralian.com.au/,12,HIGH,whitelist
the automatic earth,https://www.theautomaticearth.com/,-9,HIGH,whitelist
the baffler,https://thebaffler.com/,-13,HIGH,whitelist
the balance,https://www.thebalance.com,-4,HIGH,whitelist
the bangkok post,http://www.bangkokpost.com/,-5,HIGH,whitelist
the baxter bulletin,https://www.baxterbulletin.com,-2,HIGH,whitelist
the belfer center for science and international affairs,http://www.belfercenter.org/,1,HIGH,whitelist
the budapest beacon,https://budapestbeacon.com/,-15,HIGH,whitelist
the bureau of investigative journalism,https://www.thebureauinvestigates.com/,-4,HIGH,whitelist
the burning spear,http://www.theburningspear.com/,-23,HIGH,whitelist
the california republican,http://carepublican.com,26,HIGH,whitelist
the canadian press,http://www.thecanadianpress.com/,-4,HIGH,whitelist
the canary (uk),http://www.thecanary.co/,-23,HIGH,whitelist
the center on budget and policy priorities,http://www.cbpp.org/,-10,HIGH,whitelist
the century foundation,https://tcf.org/,-16,HIGH,whitelist
the chicago reporter,http://chicagoreporter.com/,-16,HIGH,whitelist
the china post,http://www.chinapost.com.tw/,-3,HIGH,whitelist
the christian left,http://www.thechristianleft.org/,-15,HIGH,whitelist
the chronicle of higher education,http://www.chronicle.com/,-2,HIGH,whitelist
the cipher brief,https://www.thecipherbrief.com/,1,HIGH,whitelist
the citizen,https://www.thecitizen.org.au,-11,HIGH,whitelist
the climate reality project,https://www.climaterealityproject.org/,-18,HIGH,whitelist
the conversation,https://theconversation.com/us,-4,HIGH,whitelist
the council of canadians,https://canadians.org/,-13,HIGH,whitelist
the courier mail,http://www.couriermail.com.au/,14,HIGH,whitelist
the courier-journal,http://www.courier-journal.com/,-10,HIGH,whitelist
the daily banter,http://thedailybanter.com/,-23,HIGH,whitelist
the daily buzz,http://the-daily.buzz/,-19,HIGH,whitelist
the daily citizen (dalton),http://www.daltondailycitizen.com/,7,HIGH,whitelist
the daily climate,http://www.dailyclimate.org/,-12,HIGH,whitelist
the daily gazette,https://dailygazette.com,-4,HIGH,whitelist
the daily news (longview),https://tdn.com,-5,HIGH,whitelist
the daily northwestern,https://dailynorthwestern.com,-4,HIGH,whitelist
the daily progress,http://www.dailyprogress.com,-2,HIGH,whitelist
the daily tarheel,http://www.dailytarheel.com/,-12,HIGH,whitelist
the daily vox,https://www.thedailyvox.co.za/,-21,HIGH,whitelist
the day (new london),http://www.theday.com,-3,HIGH,whitelist
the defcon warning system,https://www.defconwarningsystem.com,1,HIGH,whitelist
the des moines register,http://www.desmoinesregister.com/,-4,HIGH,whitelist
the diplomat magazine,http://thediplomat.com/,0,HIGH,whitelist
the economic times,http://economictimes.indiatimes.com/,-8,HIGH,whitelist
the economist,http://www.economist.com/,1,HIGH,whitelist
the elkhart truth,http://www.elkharttruth.com,-2,HIGH,whitelist
the epoch times,http://www.theepochtimes.com/,13,HIGH,whitelist
the establishment,https://theestablishment.co,-23,HIGH,whitelist
the european council on foreign relations (ecfr),http://www.ecfr.eu/,-14,HIGH,whitelist
the fake news codex,http://www.fakenewscodex.com/,-1,HIGH,whitelist
the federalist,http://thefederalist.com/,27,HIGH,whitelist
the fiscal times,http://www.thefiscaltimes.com/,11,HIGH,whitelist
the forward,http://forward.com/,-12,HIGH,whitelist
the frisky,http://www.thefrisky.com/,-20,HIGH,whitelist
the fucking news,http://thefingnews.com/,-23,HIGH,whitelist
the gazette (cedar rapids),http://www.thegazette.com/,11,HIGH,whitelist
the globe and mail,http://www.theglobeandmail.com/,7,HIGH,whitelist
the guardian,https://www.theguardian.com/us,-14,HIGH,whitelist
the hartford courant,http://www.courant.com/,-12,HIGH,whitelist
the hayride,http://thehayride.com/,28,HIGH,whitelist
the herald (everett),http://www.heraldnet.com/,-8,HIGH,whitelist
the herald journal (utah),https://news.hjnews.com/,0,HIGH,whitelist
the herald-sun (durham/north carolina),https://www.heraldsun.com,-5,HIGH,whitelist
the hill,http://thehill.com/,-8,HIGH,whitelist
the hindu business line,http://www.thehindubusinessline.com/,7,HIGH,whitelist
the hindu,http://newsite.thehindu.com/,-8,HIGH,whitelist
the humanist magazine,https://thehumanist.com/,-5,HIGH,whitelist
the independent review,http://www.independent.org/,6,HIGH,whitelist
the independent,http://www.independent.co.uk/us,-15,HIGH,whitelist
the indian express,http://indianexpress.com/,-3,HIGH,whitelist
the intellectualist,https://theintellectualist.co/,-20,HIGH,whitelist
the intercept,https://theintercept.com/,-17,HIGH,whitelist
the irish times,http://www.irishtimes.com/,-8,HIGH,whitelist
the irrawaddy,http://www.irrawaddy.com/,-13,HIGH,whitelist
the jack news,https://www.thejacknews.com,9,HIGH,whitelist
the jakarta post,http://www.thejakartapost.com/,-2,HIGH,whitelist
the jamestown foundation,http://www.jamestown.org/,11,HIGH,whitelist
the japan news,http://the-japan-news.com/,8,HIGH,whitelist
the jerusalem post,http://www.jpost.com/,-3,HIGH,whitelist
the jerusalem report,http://www.jpost.com/Jerusalem-Report,-12,HIGH,whitelist
the jewish press,http://www.jewishpress.com/,9,HIGH,whitelist
the jordan times,http://www.jordantimes.com/,-4,HIGH,whitelist
the journal news,http://www.lohud.com/,-12,HIGH,whitelist
the knife,http://theknifemedia.com/,1,HIGH,whitelist
the libertarian republic,http://thelibertarianrepublic.com/,14,HIGH,whitelist
the lily,https://www.thelily.com/,-18,HIGH,whitelist
the local (norway),http://www.thelocal.no/,-12,HIGH,whitelist
the manila times,http://www.manilatimes.net/news/,10,HIGH,whitelist
the marshall project,https://www.themarshallproject.org/#.qjbbuljBK,-3,HIGH,whitelist
the mary sue,https://www.themarysue.com,-21,HIGH,whitelist
the meme policeman,http://memepoliceman.com/,2,HIGH,whitelist
the middle east in london,http://www.soas.ac.uk/lmei/meil/,3,HIGH,whitelist
the militant,http://www.themilitant.com/,-19,HIGH,whitelist
the millennial review,https://themilreview.com/,26,HIGH,whitelist
the moderate voice,http://themoderatevoice.com/,-3,HIGH,whitelist
the monthly (australia),https://www.themonthly.com.au/,-11,HIGH,whitelist
the morning call,http://www.mcall.com,-3,HIGH,whitelist
the morning star,http://www.morningstaronline.co.uk/,-22,HIGH,whitelist
the nation institute,http://www.nationinstitute.org/,-14,HIGH,whitelist
the nation pakistan,http://nation.com.pk/,13,HIGH,whitelist
the nation,https://www.thenation.com/,-21,HIGH,whitelist
the national (uae),http://www.thenational.ae/,9,HIGH,whitelist
the national memo,http://www.nationalmemo.com/,-22,HIGH,whitelist
the nevada independent,https://thenevadaindependent.com,-13,HIGH,whitelist
the new arab,https://www.alaraby.co.uk/english,-14,HIGH,whitelist
the new atlantis,http://www.thenewatlantis.com/,9,HIGH,whitelist
the new tropic,https://thenewtropic.com,-14,HIGH,whitelist
the news (mexico city),http://www.thenews.mx/,-3,HIGH,whitelist
the news international,https://www.thenews.com.pk/,-4,HIGH,whitelist
the news lens,https://international.thenewslens.com/,7,HIGH,whitelist
the news literacy project,http://www.thenewsliteracyproject.org/,-1,HIGH,whitelist
the news tribune,http://www.thenewstribune.com/,-10,HIGH,whitelist
the news-times (danbury),https://www.newstimes.com/,-10,HIGH,whitelist
the next web,https://thenextweb.com,-9,HIGH,whitelist
the objective standard,https://www.theobjectivestandard.com,15,HIGH,whitelist
the observatory,https://observatory.journalism.wisc.edu/,-3,HIGH,whitelist
the observer (uk),https://www.theguardian.com/observer,-13,HIGH,whitelist
the oklahoman,http://www.oklahoman.com/live,11,HIGH,whitelist
the olympian,http://www.theolympian.com,-11,HIGH,whitelist
the oslo times,http://www.theoslotimes.com/,-12,HIGH,whitelist
the outline,https://theoutline.com/,-19,HIGH,whitelist
the outlook (monmouth university),http://outlook.monmouth.edu/,-4,HIGH,whitelist
the pantagraph,http://www.pantagraph.com/,-3,HIGH,whitelist
the patriot-news,http://www.pennlive.com/,-7,HIGH,whitelist
the phnom penh post,http://www.phnompenhpost.com/,-2,HIGH,whitelist
the plain dealer,http://www.cleveland.com/plaindealer/,-12,HIGH,whitelist
the post and courier,http://www.postandcourier.com/,2,HIGH,whitelist
the post millennial,https://www.thepostmillennial.com,23,HIGH,whitelist
the post star,http://poststar.com,1,HIGH,whitelist
the press democrat,http://www.pressdemocrat.com,-9,HIGH,whitelist
the press-enterprise,http://www.pe.com/,11,HIGH,whitelist
the progressive,http://www.progressive.org/,-23,HIGH,whitelist
the providence journal,http://www.providencejournal.com/,-12,HIGH,whitelist
the pulse,http://pulsegulfcoast.com/,-15,HIGH,whitelist
the reality-based community,http://www.samefacts.com/,-21,HIGH,whitelist
the record (new jersey),http://www.northjersey.com/,-10,HIGH,whitelist
the ringer,https://www.theringer.com,-12,HIGH,whitelist
the root,http://www.theroot.com/,-22,HIGH,whitelist
the santa fe new mexican,http://www.santafenewmexican.com,-8,HIGH,whitelist
the saturday paper,https://www.thesaturdaypaper.com.au/,-14,HIGH,whitelist
the scotsman,http://www.scotsman.com,-3,HIGH,whitelist
the sentinel (pennsylvania),http://cumberlink.com,-3,HIGH,whitelist
the skimm,http://www.theskimm.com/,-4,HIGH,whitelist
the smoking gun,http://www.thesmokinggun.com/,7,HIGH,whitelist
the sociable,https://sociable.co/,-3,HIGH,whitelist
the source newspaper (la source),http://thelasource.com/en/,-24,HIGH,whitelist
the southern illinoisan,http://thesouthern.com,2,HIGH,whitelist
the spectator (uk),http://www.spectator.co.uk/,17,HIGH,whitelist
the spokesman-review,http://www.spokesman.com/,6,HIGH,whitelist
the star democrat,http://www.stardem.com,-4,HIGH,whitelist
the state,http://www.thestate.com/,-12,HIGH,whitelist
the straits times,http://www.straitstimes.com/global,10,HIGH,whitelist
the stranger,http://www.thestranger.com/,-17,HIGH,whitelist
the strategy bridge,https://thestrategybridge.org,2,HIGH,whitelist
the sun magazine,http://thesunmagazine.org/,-15,HIGH,whitelist
the swedish wire,http://www.swedishwire.com/,-4,HIGH,whitelist
the sydney morning herald,http://www.smh.com.au/,-13,HIGH,whitelist
the tab,https://thetab.com/,-12,HIGH,whitelist
the tennessean,http://www.tennessean.com/,11,HIGH,whitelist
the tennessee star,http://tennesseestar.com/,27,HIGH,whitelist
the texas observer,https://www.texasobserver.org,-20,HIGH,whitelist
the times (illinois),http://www.mywebtimes.com,0,HIGH,whitelist
the times and democrat,http://thetandd.com,-5,HIGH,whitelist
the times herald (port huron),https://www.thetimesherald.com,9,HIGH,whitelist
the times of london,http://www.thetimes.co.uk/,11,HIGH,whitelist
the times-picayune,http://www.nola.com/#/0,-14,HIGH,whitelist
the trace,https://www.thetrace.org,-11,HIGH,whitelist
the truth about guns,http://www.thetruthaboutguns.com/,22,HIGH,whitelist
the truthsetter,https://truthsetter.com,1,HIGH,whitelist
the tyee,https://thetyee.ca/,-15,HIGH,whitelist
the varsity,https://thevarsity.ca/,-9,HIGH,whitelist
the verge,http://www.theverge.com/,-13,HIGH,whitelist
the village voice,http://www.villagevoice.com/,-19,HIGH,whitelist
the virginian-pilot,http://pilotonline.com/,-7,HIGH,whitelist
the walrus,https://thewalrus.ca/,-22,HIGH,whitelist
the waterloo-cedar falls courier,http://wcfcourier.com,-3,HIGH,whitelist
the week,http://theweek.com/,-13,HIGH,whitelist
the west australian,https://thewest.com.au/,12,HIGH,whitelist
the whim,http://www.thewhim.com/,-2,HIGH,whitelist
the wilderness society,http://wilderness.org/,-11,HIGH,whitelist
the wire – india,https://thewire.in/,-8,HIGH,whitelist
the world can’t wait,https://worldcantwait.net/,-24,HIGH,whitelist
the young turks,https://tytnetwork.com/,-22,HIGH,whitelist
the zero hour,http://www.thisisthezerohour.com/,-15,HIGH,whitelist
thegrio,http://thegrio.com/,-21,HIGH,whitelist
theimproper magazine,https://www.theimproper.com,-25,HIGH,whitelist
thejournal.ie,http://www.thejournal.ie/,-4,HIGH,whitelist
third way,http://www.thirdway.org/,-4,HIGH,whitelist
this magazine,https://this.org/,-22,HIGH,whitelist
thomson reuters foundation,http://news.trust.org/,-8,HIGH,whitelist
thoughtco,https://www.thoughtco.com,-1,VERY HIGH,whitelist
time magazine,http://time.com/,-17,HIGH,whitelist
timeline,https://timeline.com,-7,HIGH,whitelist
times news (pennsylvania),https://www.tnonline.com,7,HIGH,whitelist
times of india,http://timesofindia.indiatimes.com/,-2,HIGH,whitelist
times of israel,http://www.timesofisrael.com/,-10,HIGH,whitelist
times of san diego,http://timesofsandiego.com/,-4,HIGH,whitelist
times-colonist,http://www.timescolonist.com/,-13,HIGH,whitelist
times-news (idaho),http://magicvalley.com/,-3,HIGH,whitelist
to inform is to influence,https://toinformistoinfluence.com/,-12,HIGH,whitelist
today i found out,http://www.todayifoundout.com/,-1,HIGH,whitelist
toledo blade,http://www.toledoblade.com/,6,HIGH,whitelist
tomdispatch.com,http://www.tomdispatch.com/,-13,HIGH,whitelist
topeka capital-journal,http://www.cjonline.com/,7,HIGH,whitelist
toronto star,https://www.thestar.com/,-17,HIGH,whitelist
toronto sun,http://www.torontosun.com/,22,HIGH,whitelist
transparency international,https://www.transparency.org/,-1,VERY HIGH,whitelist
transpartisan review,http://www.transpartisanreview.com/,-3,HIGH,whitelist
tribune magazine uk,http://www.tribunemagazine.org/,-22,HIGH,whitelist
tribune news service,https://tribunecontentagency.com/tribune-news-service/,-3,HIGH,whitelist
true viral news,http://trueviralnews.com/,1,HIGH,whitelist
truth against the machine,https://truthagainstthemachine.com,-27,HIGH,whitelist
truth be told,http://truthbetold.news/,-3,HIGH,whitelist
truthdig,http://www.truthdig.com/,-23,HIGH,whitelist
truthorfiction.com,https://www.truthorfiction.com/,-1,VERY HIGH,whitelist
tulsa world,http://www.tulsaworld.com/,11,HIGH,whitelist
turkey and facts (dogruluk payi),https://turkeyandfacts.com/,-1,VERY HIGH,whitelist
tvw washington state,http://www.tvw.org/,-1,HIGH,whitelist
undark,https://undark.org,-3,HIGH,whitelist
unicorn riot,http://www.unicornriot.ninja/,-16,HIGH,whitelist
united federation of teachers (uft),http://www.uft.org/,-13,HIGH,whitelist
united press international (upi),http://www.upi.com/,3,HIGH,whitelist
united states house of representatives (house.gov),https://www.house.gov/,-1,VERY HIGH,whitelist
university business,https://www.universitybusiness.com/,-8,HIGH,whitelist
uproxx,http://uproxx.com/,-19,HIGH,whitelist
upworthy,https://www.upworthy.com/,-18,HIGH,whitelist
urban institute,http://www.urban.org/,-14,HIGH,whitelist
us government accountability office (gao),https://www.gao.gov,-1,HIGH,whitelist
us news world report,http://www.usnews.com/,-8,HIGH,whitelist
usa facts,http://www.usafacts.org/,-1,VERY HIGH,whitelist
usa spending,https://www.usaspending.gov/,-1,VERY HIGH,whitelist
usa today,http://www.usatoday.com/,-9,HIGH,whitelist
utah public radio (upr),http://upr.org,-7,HIGH,whitelist
utah standard-examiner,http://www.standard.net/,1,HIGH,whitelist
valuewalk,http://www.valuewalk.com/,11,HIGH,whitelist
vancouver sun,http://vancouversun.com/,-11,HIGH,whitelist
vanity fair,http://www.vanityfair.com/,-21,HIGH,whitelist
vera files,http://verafiles.org,-3,VERY HIGH,whitelist
verified politics,http://verifiedpolitics.com,-26,HIGH,whitelist
verrit,https://verrit.com,-22,HIGH,whitelist
vocativ,http://www.vocativ.com/,-4,HIGH,whitelist
voice of america,http://www.voanews.com/,-3,HIGH,whitelist
voice of san diego,http://www.voiceofsandiego.org/,-5,HIGH,whitelist
vos iz neias,https://www.vosizneias.com,-3,HIGH,whitelist
vote smart,http://votesmart.org/,-1,HIGH,whitelist
votevets.org,http://www.votevets.org/,-13,HIGH,whitelist
vox,http://www.vox.com/,-23,HIGH,whitelist
vulture,http://www.vulture.com,-14,HIGH,whitelist
wall street journal,http://www.wsj.com/,11,HIGH,whitelist
wall street on parade,http://wallstreetonparade.com/,-15,HIGH,whitelist
war on the rocks,http://warontherocks.com/,-5,HIGH,whitelist
washington babylon,http://washingtonbabylon.com,15,HIGH,whitelist
washington blade,http://www.washingtonblade.com/,-15,HIGH,whitelist
washington examiner,http://www.washingtonexaminer.com/,21,HIGH,whitelist
washington journal (not c-span),http://washingtonjournal.com/,-27,HIGH,whitelist
washington journal,https://www.c-span.org/WJ,-3,HIGH,whitelist
washington monthly,http://washingtonmonthly.com/,-18,HIGH,whitelist
washington post,https://www.washingtonpost.com/,-15,HIGH,whitelist
washington times,http://www.washingtontimes.com/,17,HIGH,whitelist
waterbury republican-american,http://www.rep-am.com/,12,HIGH,whitelist
we are the mighty,http://www.wearethemighty.com/,3,HIGH,whitelist
wear your voice,https://wearyourvoicemag.com,-22,HIGH,whitelist
weekly standard,http://www.weeklystandard.com/,23,HIGH,whitelist
westmonster,http://www.westmonster.com/,12,HIGH,whitelist
wgn news,http://wgntv.com/,-8,HIGH,whitelist
what matters news,http://whatmattersnews.com/,-26,HIGH,whitelist
wichita eagle,http://www.kansas.com/,6,HIGH,whitelist
wikinews,https://en.wikinews.org/wiki/Main_Page,-2,HIGH,whitelist
wikipedia,https://www.wikipedia.org/,-1,HIGH,whitelist
wikitribune,https://www.wikitribune.com,-2,HIGH,whitelist
williamsport sun-gazette,http://www.sungazette.com/,10,HIGH,whitelist
windsor star,http://windsorstar.com/,-11,HIGH,whitelist
wings over scotland,https://wingsoverscotland.com,-16,HIGH,whitelist
winona daily news,http://www.winonadailynews.com,-3,HIGH,whitelist
winston-salem journal,http://www.journalnow.com/,10,HIGH,whitelist
wired magazine,https://www.wired.com/,-13,HIGH,whitelist
wisconsin state journal,http://host.madison.com/wsj/,-2,HIGH,whitelist
wnyc,http://www.wnyc.org/,-11,HIGH,whitelist
woodrow wilson international center for scholars,https://www.wilsoncenter.org/,-3,VERY HIGH,whitelist
world affairs journal,http://www.worldaffairsjournal.org/,-8,HIGH,whitelist
world economic forum,https://www.weforum.org/,-4,HIGH,whitelist
world news,http://wn.com/,1,HIGH,whitelist
world policy institute,http://www.worldpolicy.org/,-14,HIGH,whitelist
world politics review,http://www.worldpoliticsreview.com/,5,HIGH,whitelist
world press review,http://worldpress.org/,-2,VERY HIGH,whitelist
world resources institute (wri),http://www.wri.org/,-3,VERY HIGH,whitelist
world socialist web site,http://www.wsws.org/,-24,HIGH,whitelist
world tribune,http://worldtribune.com/,22,HIGH,whitelist
worldcrunch,https://www.worldcrunch.com/,-11,HIGH,whitelist
wral,http://www.wral.com/,-3,HIGH,whitelist
yellowhammer news,http://yellowhammernews.com/,20,HIGH,whitelist
yes magazine,http://www.yesmagazine.org/,-22,HIGH,whitelist
ynetnews,http://www.ynetnews.com/,-14,HIGH,whitelist
york daily record,http://www.ydr.com/,-7,HIGH,whitelist
young america’s foundation (yaf),https://www.yaf.org,23,HIGH,whitelist
youth radio,https://youthradio.org/,-10,HIGH,whitelist
z magazine,https://zcomm.org/zmag/,-22,HIGH,whitelist
zdf (zweites deutsches fernsehen),https://www.zdf.de/,-5,HIGH,whitelist
